grid_dim,n_train,n_holdout,n_test,p_features,polykernel_degree,polykernel_noise_half_width,SPOplus_spoloss_test,LS_spoloss_test,RF_spoloss_test,Absolute_spoloss_test,zstar_avg_test
5.0,1000.0,250.0,10000.0,5.0,8.0,0.0,69138.49273867525,112169.23979683364,6393.855516013617,112169.23979683364,85748.53168096114
5.0,1000.0,250.0,10000.0,5.0,8.0,0.5,55419.42304224528,117835.75401958864,9432.679087390728,117835.75401958864,72198.88958591431
5.0,1000.0,250.0,10000.0,5.0,8.0,0.5,67137.68209786146,86913.31289278659,12341.917819579072,86913.31289278659,83330.56770234763
5.0,1000.0,250.0,10000.0,5.0,8.0,0.5,60698.78345530279,67518.95364257207,9088.032087823576,67518.95364257207,61543.39769691285
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.0,1.2140361141887686,0.0015828899195661,0.015248204444088,0.0015828899195661,29.716430430472165
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.0,1.4531979735554177,0.0009651992702202,0.009111787357056,0.0009651992702202,29.467441802105657
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.0,1.693971429463034,0.0012268788473918,0.0170497737637041,0.0012268788473918,29.62751590121502
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.5,5.601357562420824,3.930327115494576,4.31047649033616,3.930327115494576,25.44993533454202
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.5,5.457479916637359,3.778270472004145,4.0853505696689085,3.778270472004145,25.48395306219109
5.0,5000.0,1250.0,10000.0,5.0,1.0,0.5,5.630902897399805,3.934987141780521,4.33573915604921,3.934987141780521,25.61733430162388
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.0,8.705521813576441,0.0691691415513257,0.1292483819598252,0.0691691415513257,70.25636577316132
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.0,9.061180187117888,0.0455101171504261,0.1060424657973919,0.0455101171504261,71.36171579269069
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.0,5.059994909889351,0.0530020577433886,0.0968769207288986,0.0530020577433886,71.91757585696213
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.5,16.721294861051163,7.0764901946319165,7.582442726194684,7.0764901946319165,63.16416648166398
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.5,13.90551073274655,7.294917986060333,7.914794583100033,7.294917986060333,63.72196639075652
5.0,5000.0,1250.0,10000.0,5.0,2.0,0.5,14.246348048794545,6.537601045368978,7.125806511152722,6.537601045368978,62.82685601147423
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.0,193.1377711410295,4.793658397956266,1.7571654807216768,4.793658397956266,587.2136818285786
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.0,174.14460200258253,4.244055363128299,3.018628274015926,4.244055363128299,571.4753726903866
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.0,152.11570113397514,4.103265049313377,2.1701564205956125,4.103265049313377,577.6413040057754
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.5,225.44294333905648,44.83867381223032,43.49141696231312,44.83867381223032,543.4884742626624
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.5,231.85114196413969,44.6875893550934,40.68425405054696,44.6875893550934,550.7082370230248
5.0,5000.0,1250.0,10000.0,5.0,4.0,0.5,207.05478810758515,43.63396127729696,41.60999731282101,43.63396127729696,544.6014649035283
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.0,4706.526398538739,253.61344492303223,73.70730302750957,253.61344492303223,6542.896999131863
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.0,2658.7788670809286,208.8224099775566,76.83577618410735,208.8224099775566,7581.569561900886
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.0,2594.0757762731214,173.2702301169905,68.67565592356713,173.2702301169905,5868.594907188835
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.5,4278.647374757453,675.7204731631555,423.85599708369074,675.7204731631555,6206.907966014354
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.5,2793.4378153031057,417.25802006535,306.1064243512842,417.25802006535,4784.1512079158365
5.0,5000.0,1250.0,10000.0,5.0,6.0,0.5,3443.416056020105,539.8520554140038,369.6555026525437,539.8520554140038,5465.361291853734
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.0,90337.21486889895,90337.21486889895,1835.0344763353423,90337.21486889895,68005.35398294246
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.0,99073.79159456158,99073.79159456158,2078.591431718979,99073.79159456158,60715.09221812748
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.0,114710.17964289837,114710.17964289837,1470.2122211314274,114710.17964289837,58135.74811855741
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.5,127319.88261650703,127319.88261650703,10168.531774125282,127319.88261650703,91523.40192434902
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.5,65250.697587798895,65250.697587798895,4521.863216969855,65250.697587798895,59120.83972088057
5.0,5000.0,1250.0,10000.0,5.0,8.0,0.5,106893.8184442644,106893.8184442644,5576.371892381336,106893.8184442644,74666.54378307426
